Date Issue,Location,Comment,License Plate,Type,Ticket #
04/29/2024 02:11 PM,FRANKLIN AVE,CHALKED @10:01AM CHALK VISIBLE.,718JFW,005 2 HR LIMIT DURING POSTED TIMES,24P1600044
04/30/2024 09:56 AM,ELM ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,AWB3522,075 RESTRICTED BY SIGNS,24P1600045
04/30/2024 10:05 AM,ELM ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,ARJ1101,075 RESTRICTED BY SIGNS,24P1600046
04/30/2024 10:17 AM,ASH ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,TZ1976,075 RESTRICTED BY SIGNS,24P1600047
04/30/2024 11:39 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AHW4883,005 2 HR LIMIT DURING POSTED TIMES,24P1600048
04/30/2024 11:47 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,APT4370,005 2 HR LIMIT DURING POSTED TIMES,24P1600049
04/30/2024 11:53 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AVV9480,005 2 HR LIMIT DURING POSTED TIMES,24P1600050
04/30/2024 11:59 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,419XZK,005 2 HR LIMIT DURING POSTED TIMES,24P1600051
04/30/2024 12:11 PM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AUN9630,005 2 HR LIMIT DURING POSTED TIMES,24P1600052
04/30/2024 03:03 PM,CHAMBERLAIN AVE,CHALK VISIBLE. CHALKED @ 9:40AM,ECK2724,005 2 HR LIMIT DURING POSTED TIMES,24P1600053
05/01/2024 10:11 AM,FRANKLIN AVE,.,AMD,W080 WARNING - AGAINST TRAFFIC-2 WAY STREET,24P1600054
05/01/2024 10:58 AM,CHADBOURNE AVE,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8:00 A.M. TO 6:00 P.M.,AGV2083,075 RESTRICTED BY SIGNS,24P1600055
05/01/2024 11:13 AM,VAN HISE AVE,CHALKES AT 8:59 A.M. CHALK STILL VISIBLE,292YBH,005 2 HR LIMIT DURING POSTED TIMES,24P1600056
05/01/2024 11:24 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,V820203,005 2 HR LIMIT DURING POSTED TIMES,24P1600057
05/01/2024 11:33 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,ARA3441,005 2 HR LIMIT DURING POSTED TIMES,24P1600058
05/01/2024 11:36 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,AVS9177,005 2 HR LIMIT DURING POSTED TIMES,24P1600059
05/01/2024 11:41 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,NTV156,005 2 HR LIMIT DURING POSTED TIMES,24P1600060
05/01/2024 12:00 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,EP93279,005 2 HR LIMIT DURING POSTED TIMES,24P1600061
05/01/2024 12:07 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,1052ZZ,005 2 HR LIMIT DURING POSTED TIMES,24P1600062
05/01/2024 12:13 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,APV4432,005 2 HR LIMIT DURING POSTED TIMES,24P1600063
05/01/2024 02:49 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,AMX8941,005 2 HR LIMIT DURING POSTED TIMES,24P1600064
05/01/2024 02:54 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,ADG4745,005 2 HR LIMIT DURING POSTED TIMES,24P1600065
05/01/2024 03:03 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,AWT2940,005 2 HR LIMIT DURING POSTED TIMES,24P1600066
05/02/2024 09:52 AM,WOODROW ST,90% IN VIOLATION,PL7473,046 NO PARKING ANYTIME,24P1600067
05/02/2024 11:17 AM,JEFFERSON ST,CHALKED AT 8:50 A.M. CHALK VISIBLE.,AGJ6213,005 2 HR LIMIT DURING POSTED TIMES,24P1600068
05/02/2024 11:20 AM,JEFFERSON ST,CHALKED AT 8:50 A.M. CHALK VISIBLE.,1TYLER,005 2 HR LIMIT DURING POSTED TIMES,24P1600069
05/02/2024 11:35 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,DHA434,005 2 HR LIMIT DURING POSTED TIMES,24P1600070
05/02/2024 11:40 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,211YWM,005 2 HR LIMIT DURING POSTED TIMES,24P1600071
05/02/2024 11:42 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,TRBLUE,005 2 HR LIMIT DURING POSTED TIMES,24P1600072
05/02/2024 11:46 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,TRBLUE,005 2 HR LIMIT DURING POSTED TIMES,24P1600073
05/02/2024 11:51 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,ARD9533,005 2 HR LIMIT DURING POSTED TIMES,24P1600074
05/02/2024 02:46 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AWL8961,005 2 HR LIMIT DURING POSTED TIMES,24P1600075
05/02/2024 02:47 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,ST3804,005 2 HR LIMIT DURING POSTED TIMES,24P1600076
05/02/2024 02:48 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,ST3804,005 2 HR LIMIT DURING POSTED TIMES,24P1600077
05/02/2024 02:52 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,148H90,005 2 HR LIMIT DURING POSTED TIMES,24P1600078
05/02/2024 03:00 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKA5437,005 2 HR LIMIT DURING POSTED TIMES,24P1600079
05/02/2024 03:03 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKB5882,005 2 HR LIMIT DURING POSTED TIMES,24P1600080
05/02/2024 03:03 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKB5882,005 2 HR LIMIT DURING POSTED TIMES,24P1600081
05/02/2024 03:06 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,458JLT,005 2 HR LIMIT DURING POSTED TIMES,24P1600082
05/02/2024 03:10 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE. RES PERMIT 9 IN RES PERMIT 10 AREA.,ANC1002,005 2 HR LIMIT DURING POSTED TIMES,24P1600083
05/03/2024 11:35 AM,LATHROP ST,100% IN VIOLATION.,AMG3119,033 NO PARKING- YELLOW PAINT ON CURB,24P1600084
05/03/2024 02:24 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,919ZHP,005 2 HR LIMIT DURING POSTED TIMES,24P1600085
05/03/2024 02:29 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AJZ3477,005 2 HR LIMIT DURING POSTED TIMES,24P1600086
05/03/2024 02:33 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,APR7558,005 2 HR LIMIT DURING POSTED TIMES,24P1600087
05/03/2024 02:37 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AFY3081,005 2 HR LIMIT DURING POSTED TIMES,24P1600088
05/03/2024 02:37 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AFY3081,005 2 HR LIMIT DURING POSTED TIMES,24P1600089
05/03/2024 02:50 PM,CHESTNUT ST,CHALKED AT 10AM CHALK VISIBLE.,558SNA,005 2 HR LIMIT DURING POSTED TIMES,24P1600090
05/03/2024 03:04 PM,UNIVERSITY AVE,CHALKED AT 10AM CHALK VISIBLE.,V9952Y,005 2 HR LIMIT DURING POSTED TIMES,24P1600091
05/03/2024 03:05 PM,UNIVERSITY AVE,CHALKED AT 10AM CHALK VISIBLE.,V9952Y,005 2 HR LIMIT DURING POSTED TIMES,24P1600092
05/03/2024 03:27 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,163UJT,005 2 HR LIMIT DURING POSTED TIMES,24P1600093
05/03/2024 03:29 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,AVD7786,005 2 HR LIMIT DURING POSTED TIMES,24P1600094
05/03/2024 03:32 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,UL5522,005 2 HR LIMIT DURING POSTED TIMES,24P1600095
05/03/2024 03:33 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,UL5522,005 2 HR LIMIT DURING POSTED TIMES,24P1600096
05/06/2024 08:57 AM,COLLEGE CT,8AM-NOON MONDAYS.,ASP7642,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600097
05/06/2024 09:00 AM,COLLEGE CT,8AM-NOON MONDAYS.,AVN7163,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600098
05/06/2024 09:04 AM,COLLEGE CT,8AM-NOON MONDAYS.,AKZ1503,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600099
05/06/2024 09:05 AM,COLLEGE CT,8AM-NOON MONDAYS.,AKZ1503,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600100
05/06/2024 09:09 AM,COLLEGE CT,8AM-NOON MONDAYS.,303WGX,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600101
05/06/2024 09:22 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,185MBR,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600102
05/06/2024 09:27 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AGW6376,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600103
05/06/2024 09:32 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AVB4594,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600104
05/06/2024 09:37 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AGU2450,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600105
05/06/2024 09:42 AM,SPRING ST,8AM-NOON MONDAYS.,571YCD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600106
05/06/2024 09:53 AM,SPRING ST,8AM-NOON MONDAYS.,ANX8613,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600107
05/06/2024 09:57 AM,SPRING ST,8AM-NOON MONDAYS.,AWH4254,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600108
05/06/2024 10:01 AM,SPRING ST,8AM-NOON MONDAYS.,AXC8017,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600109
05/06/2024 10:03 AM,SPRING ST,8AM-NOON MONDAYS.,AXC8017,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600110
05/06/2024 10:07 AM,SPRING ST,8AM-NOON MONDAYS.,AVE3291,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600111
05/06/2024 10:12 AM,SPRING ST,8AM-NOON MONDAYS.,AGD4892,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600112
05/06/2024 10:19 AM,SPRING ST,8AM-NOON MONDAYS.,D8320LE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600113
05/06/2024 10:23 AM,SPRING ST,8AM-NOON MONDAYS.,AVL7182,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600114
05/06/2024 10:30 AM,SPRING ST,8AM-NOON MONDAYS.,ASV5786,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600115
05/06/2024 10:32 AM,SPRING ST,8AM-NOON MONDAYS.,ALB7834,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600116
05/06/2024 10:40 AM,BOWEN CT,8AM-NOON MONDAYS.,AUD9905,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600117
05/06/2024 10:45 AM,BOWEN CT,8AM-NOON MONDAYS.,174RWG,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600118
05/06/2024 10:52 AM,BOWEN CT,8AM-NOON MONDAYS.,DSN7093,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600119
05/06/2024 10:59 AM,VILAS AVE,8AM-NOON MONDAYS.,APF9565,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600120
05/06/2024 11:03 AM,VILAS AVE,8AM-NOON MONDAYS.,AUY1461,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600121
05/06/2024 11:06 AM,VILAS AVE,8AM-NOON MONDAYS.,175TNL,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600122
05/06/2024 11:11 AM,DRAKE ST,8AM-NOON MONDAYS.,AAZ2005,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600123
05/06/2024 11:20 AM,CHANDLER ST,8AM-NOON MONDAYS.,MK4208,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600124
05/06/2024 11:24 AM,CHANDLER ST,8AM-NOON MONDAYS.,0VX198,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600125
05/06/2024 11:29 AM,CHANDLER ST,8AM-NOON MONDAYS.,ASM1115,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600126
05/06/2024 11:34 AM,MOUND ST,8AM-NOON MONDAYS.,AWS1169,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600127
05/06/2024 11:38 AM,MOUND ST,8AM-NOON MONDAYS.,AXA6171,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600128
05/06/2024 01:08 PM,SOUTH SHORE DR,10:30-2 MONDAYS.,ADZ1711,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600129
05/06/2024 01:12 PM,SOUTH SHORE DR,10:30AM-2PM MONDAYS.,AVG9354,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600130
05/06/2024 01:30 PM,BRAM ST,10:30AM-2PM MONDAYS.,AHX5786,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600131
05/06/2024 01:38 PM,KOSTER ST,10:30AM-2PM MONDAYS.,UZ8534,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600132
05/06/2024 01:40 PM,KOSTER ST,10:30AM-2PM MONDAYS.,867WTC,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600133
05/06/2024 01:40 PM,KOSTER ST,10:30AM-2PM MONDAYS.,867WTC,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600134
05/06/2024 01:47 PM,SUNNY MEADE LN,10:30AM-2PM MONDAYS.,ENGTEA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600135
05/06/2024 03:14 PM,MOUND ST,CHALKED 2:32PM/NO PLATES,Not Found,068 LOADING ZONE,24P1600136
05/06/2024 03:14 PM,MOUND ST,CHALKED 2:32PM/NO PLATES,Not Found,050 UNREG.VEH/IMPROPER DISPLAY,24P1600137
05/06/2024 03:18 PM,MOUND ST,CHALKED 2:32PM CHALK VISIBLE,574DZ,W068 WARNING - LOADING ZONE,24P1600138
05/06/2024 03:29 PM,MOUND ST,TAXI STAND.,AWU2194,045 BUS STOP OR TAXI STAND,24P1600139
05/07/2024 09:31 AM,CAPITOL CT,8AM-N00N TUESDAYS.,AWT2583,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600140
05/07/2024 09:36 AM,CAPITOL CT,8AM-N00N TUESDAYS.,4VKC332,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600141
05/07/2024 09:39 AM,CAPITOL CT,8AM-N00N TUESDAYS.,ANC6347,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600142
05/07/2024 09:44 AM,CAPITOL CT,8AM-N00N TUESDAYS.,AJX5159,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600143
05/07/2024 09:51 AM,SPRING ST,8AM-N00N TUESDAYS.,AXB4185,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600144
05/07/2024 09:53 AM,SPRING ST,8AM-N00N TUESDAYS.,204FTZ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600145
05/07/2024 09:57 AM,SPRING ST,8AM-N00N TUESDAYS.,EP93279,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600146
05/07/2024 10:06 AM,MILTON ST,8AM-N00N TUESDAYS.,478WLA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600147
05/07/2024 10:07 AM,MILTON ST,8AM-N00N TUESDAYS.,478WLA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600148
05/07/2024 10:11 AM,MILTON ST,8AM-N00N TUESDAYS.,AAU2963,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600149
05/07/2024 10:17 AM,ST JAMES CT,8AM-N00N TUESDAYS.,AFC3774,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600150
05/07/2024 10:20 AM,ST JAMES CT,8AM-N00N TUESDAYS.,332WEE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600151
05/07/2024 10:25 AM,MOUND ST,8AM-N00N TUESDAYS.,ATJ4637,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600152
05/07/2024 10:29 AM,MOUND ST,8AM-N00N TUESDAYS.,AVH2634,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600153
05/07/2024 10:30 AM,MOUND ST,8AM-N00N TUESDAYS.,AVH2634,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600154
05/07/2024 10:34 AM,MOUND ST,8AM-N00N TUESDAYS.,AJX5695,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600155
05/07/2024 10:36 AM,MOUND ST,8AM-N00N TUESDAYS.,AXF7281,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600156
05/07/2024 10:38 AM,MOUND ST,8AM-N00N TUESDAYS.,APF9565,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600157
05/07/2024 10:41 AM,MOUND ST,8AM-N00N TUESDAYS.,5TAYGLD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600158
05/07/2024 10:43 AM,MOUND ST,8AM-N00N TUESDAYS.,19049RA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600159
05/07/2024 10:49 AM,CHANDLER ST,8AM-N00N TUESDAYS.,LM8397,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600160
05/07/2024 10:51 AM,CHANDLER ST,8AM-N00N TUESDAYS.,LM8397,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600161
05/07/2024 10:57 AM,CHANDLER ST,8AM-N00N TUESDAYS.,586VFK,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600162
05/07/2024 11:02 AM,CHANDLER ST,8AM-N00N TUESDAYS.,ARL6785,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600163
05/07/2024 11:10 AM,DRAKE ST,8AM-N00N TUESDAYS.,AVV4642,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600164
05/07/2024 11:17 AM,EMERALD ST,8AM-N00N TUESDAYS.,BC32865,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600165
05/07/2024 11:25 AM,ERIN ST,8AM-N00N TUESDAYS.,ASH8774,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600166
05/07/2024 11:27 AM,ERIN ST,8AM-N00N TUESDAYS.,PK09129,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600167
05/07/2024 11:31 AM,ERIN ST,8AM-N00N TUESDAYS.,AGE4517,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600168
05/07/2024 11:35 AM,ERIN ST,8AM-N00N TUESDAYS.,816XUS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600169
05/07/2024 11:36 AM,ERIN ST,8AM-N00N TUESDAYS.,675YFN,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600170
05/07/2024 11:38 AM,ERIN ST,8AM-N00N TUESDAYS.,AWT8646,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600171
05/07/2024 11:40 AM,ERIN ST,8AM-N00N TUESDAYS.,298040F,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600172
05/07/2024 11:44 AM,ERIN ST,8AM-N00N TUESDAYS.,AMZ3882,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600173
05/07/2024 11:45 AM,ERIN ST,8AM-N00N TUESDAYS.,EM60062,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600174
