Date Issue,Location,Comment,License Plate,Type,Ticket #,Tick_Num
04/25/2024 10:15 AM,ODANA RD,CHALKED 04/23/24@9:18AM. CHALK VISIBLE.,APT8002,036 ABANDONMENT 48 HRS-PUB/PRIV,24P1600025,25
04/25/2024 10:15 AM,ODANA RD,CHALKED 04/23/24@9:18AM. CHALK VISIBLE.,APT8002,TOW TOW FEE,24P1600026,26
04/25/2024 12:44 PM,ALLIED DR,NO PARKING HERE TO DRIVEWAY.,W7686Z,075 RESTRICTED BY SIGNS,24P1600027,27
04/29/2024 10:15 AM,FRANKLIN AVE,.,ARU1179,080 AGAINST TRAFFIC-2 WAY STREET,24P1600028,28
04/29/2024 10:51 AM,ELM ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM.,ASL1921,075 RESTRICTED BY SIGNS,24P1600029,29
04/29/2024 11:01 AM,CHADBOURNE AVE,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM.,AVA4978,075 RESTRICTED BY SIGNS,24P1600030,30
04/29/2024 11:43 AM,GRAND AVE,CHALKED @9:26AM CHALK VISIBLE.,PY2805,005 2 HR LIMIT DURING POSTED TIMES,24P1600031,31
04/29/2024 11:55 AM,GRAND AVE,CHALKED @9:26AM CHALK VISIBLE.,AHA2685,005 2 HR LIMIT DURING POSTED TIMES,24P1600032,32
04/29/2024 12:54 PM,PARK PL,CHALKED @9:33AM CHALK VISIBLE.,AGV1268,005 2 HR LIMIT DURING POSTED TIMES,24P1600033,33
04/29/2024 12:58 PM,PARK PL,CHALKED @9:33AM CHALK VISIBLE.,AWB3522,005 2 HR LIMIT DURING POSTED TIMES,24P1600034,34
04/29/2024 01:07 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,563YYU,005 2 HR LIMIT DURING POSTED TIMES,24P1600035,35
04/29/2024 01:11 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,AUF3020,005 2 HR LIMIT DURING POSTED TIMES,24P1600036,36
04/29/2024 01:20 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,ATS1186,005 2 HR LIMIT DURING POSTED TIMES,24P1600037,37
04/29/2024 01:29 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,NX9317,005 2 HR LIMIT DURING POSTED TIMES,24P1600038,38
04/29/2024 01:34 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,381ZLB,005 2 HR LIMIT DURING POSTED TIMES,24P1600039,39
04/29/2024 01:43 PM,FARLEY AVE,CHALKED @9:51AM CHALK VISIBLE.,AJW6240,005 2 HR LIMIT DURING POSTED TIMES,24P1600040,40
04/29/2024 02:00 PM,FRANKLIN AVE,CHALKED @10:01AM CHALK VISIBLE.,718JFW,005 2 HR LIMIT DURING POSTED TIMES,24P1600041,41
04/29/2024 02:06 PM,FRANKLIN AVE,CHALKED @10:01AM CHALK VISIBLE.,CX74127,005 2 HR LIMIT DURING POSTED TIMES,24P1600042,42
04/29/2024 02:10 PM,FRANKLIN AVE,CHALKED @10:01AM CHALK VISIBLE.,CX74127,005 2 HR LIMIT DURING POSTED TIMES,24P1600043,43
04/29/2024 02:11 PM,FRANKLIN AVE,CHALKED @10:01AM CHALK VISIBLE.,718JFW,005 2 HR LIMIT DURING POSTED TIMES,24P1600044,44
04/30/2024 09:56 AM,ELM ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,AWB3522,075 RESTRICTED BY SIGNS,24P1600045,45
04/30/2024 10:05 AM,ELM ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,ARJ1101,075 RESTRICTED BY SIGNS,24P1600046,46
04/30/2024 10:17 AM,ASH ST,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8AM-6PM,TZ1976,075 RESTRICTED BY SIGNS,24P1600047,47
04/30/2024 11:39 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AHW4883,005 2 HR LIMIT DURING POSTED TIMES,24P1600048,48
04/30/2024 11:47 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,APT4370,005 2 HR LIMIT DURING POSTED TIMES,24P1600049,49
04/30/2024 11:53 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AVV9480,005 2 HR LIMIT DURING POSTED TIMES,24P1600050,50
04/30/2024 11:59 AM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,419XZK,005 2 HR LIMIT DURING POSTED TIMES,24P1600051,51
04/30/2024 12:11 PM,STEVENS ST,CHALK VISIBLE. CHALKED @ 9:26AM.,AUN9630,005 2 HR LIMIT DURING POSTED TIMES,24P1600052,52
04/30/2024 03:03 PM,CHAMBERLAIN AVE,CHALK VISIBLE. CHALKED @ 9:40AM,ECK2724,005 2 HR LIMIT DURING POSTED TIMES,24P1600053,53
05/01/2024 10:11 AM,FRANKLIN AVE,.,AMD,W080 WARNING - AGAINST TRAFFIC-2 WAY STREET,24P1600054,54
05/01/2024 10:58 AM,CHADBOURNE AVE,NO PARKING EXCEPT BY RESIDENTIAL PARKING PERMIT 8:00 A.M. TO 6:00 P.M.,AGV2083,075 RESTRICTED BY SIGNS,24P1600055,55
05/01/2024 11:13 AM,VAN HISE AVE,CHALKES AT 8:59 A.M. CHALK STILL VISIBLE,292YBH,005 2 HR LIMIT DURING POSTED TIMES,24P1600056,56
05/01/2024 11:24 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,V820203,005 2 HR LIMIT DURING POSTED TIMES,24P1600057,57
05/01/2024 11:33 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,ARA3441,005 2 HR LIMIT DURING POSTED TIMES,24P1600058,58
05/01/2024 11:36 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,AVS9177,005 2 HR LIMIT DURING POSTED TIMES,24P1600059,59
05/01/2024 11:41 AM,VAN HISE AVE,CHALKED AT 8:59 A.M. CHALK STILL VISIBLE,NTV156,005 2 HR LIMIT DURING POSTED TIMES,24P1600060,60
05/01/2024 12:00 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,EP93279,005 2 HR LIMIT DURING POSTED TIMES,24P1600061,61
05/01/2024 12:07 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,1052ZZ,005 2 HR LIMIT DURING POSTED TIMES,24P1600062,62
05/01/2024 12:13 PM,CHADBOURNE AVE,CHALKED AT 9:15 A.M. CHALK STILL VISIBLE,APV4432,005 2 HR LIMIT DURING POSTED TIMES,24P1600063,63
05/01/2024 02:49 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,AMX8941,005 2 HR LIMIT DURING POSTED TIMES,24P1600064,64
05/01/2024 02:54 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,ADG4745,005 2 HR LIMIT DURING POSTED TIMES,24P1600065,65
05/01/2024 03:03 PM,CHAMBERLAIN AVE,CHALKED AT 12:30PM CHALK STILL VISIBLE,AWT2940,005 2 HR LIMIT DURING POSTED TIMES,24P1600066,66
05/02/2024 09:52 AM,WOODROW ST,90% IN VIOLATION,PL7473,046 NO PARKING ANYTIME,24P1600067,67
05/02/2024 11:17 AM,JEFFERSON ST,CHALKED AT 8:50 A.M. CHALK VISIBLE.,AGJ6213,005 2 HR LIMIT DURING POSTED TIMES,24P1600068,68
05/02/2024 11:20 AM,JEFFERSON ST,CHALKED AT 8:50 A.M. CHALK VISIBLE.,1TYLER,005 2 HR LIMIT DURING POSTED TIMES,24P1600069,69
05/02/2024 11:35 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,DHA434,005 2 HR LIMIT DURING POSTED TIMES,24P1600070,70
05/02/2024 11:40 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,211YWM,005 2 HR LIMIT DURING POSTED TIMES,24P1600071,71
05/02/2024 11:42 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,TRBLUE,005 2 HR LIMIT DURING POSTED TIMES,24P1600072,72
05/02/2024 11:46 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,TRBLUE,005 2 HR LIMIT DURING POSTED TIMES,24P1600073,73
05/02/2024 11:51 AM,MADISON ST,CHALKED AT 9:07 A.M. CHALK VISIBLE.,ARD9533,005 2 HR LIMIT DURING POSTED TIMES,24P1600074,74
05/02/2024 02:46 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AWL8961,005 2 HR LIMIT DURING POSTED TIMES,24P1600075,75
05/02/2024 02:47 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,ST3804,005 2 HR LIMIT DURING POSTED TIMES,24P1600076,76
05/02/2024 02:48 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,ST3804,005 2 HR LIMIT DURING POSTED TIMES,24P1600077,77
05/02/2024 02:52 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,148H90,005 2 HR LIMIT DURING POSTED TIMES,24P1600078,78
05/02/2024 03:00 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKA5437,005 2 HR LIMIT DURING POSTED TIMES,24P1600079,79
05/02/2024 03:03 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKB5882,005 2 HR LIMIT DURING POSTED TIMES,24P1600080,80
05/02/2024 03:03 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,AKB5882,005 2 HR LIMIT DURING POSTED TIMES,24P1600081,81
05/02/2024 03:06 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE.,458JLT,005 2 HR LIMIT DURING POSTED TIMES,24P1600082,82
05/02/2024 03:10 PM,ADAMS ST,CHALKED AT 12:12PM. CHALK VISIBLE. RES PERMIT 9 IN RES PERMIT 10 AREA.,ANC1002,005 2 HR LIMIT DURING POSTED TIMES,24P1600083,83
05/03/2024 11:35 AM,LATHROP ST,100% IN VIOLATION.,AMG3119,033 NO PARKING- YELLOW PAINT ON CURB,24P1600084,84
05/03/2024 02:24 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,919ZHP,005 2 HR LIMIT DURING POSTED TIMES,24P1600085,85
05/03/2024 02:29 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AJZ3477,005 2 HR LIMIT DURING POSTED TIMES,24P1600086,86
05/03/2024 02:33 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,APR7558,005 2 HR LIMIT DURING POSTED TIMES,24P1600087,87
05/03/2024 02:37 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AFY3081,005 2 HR LIMIT DURING POSTED TIMES,24P1600088,88
05/03/2024 02:37 PM,KENDALL AVE,CHALKED AT 10AM CHALK VISIBLE.,AFY3081,005 2 HR LIMIT DURING POSTED TIMES,24P1600089,89
05/03/2024 02:50 PM,CHESTNUT ST,CHALKED AT 10AM CHALK VISIBLE.,558SNA,005 2 HR LIMIT DURING POSTED TIMES,24P1600090,90
05/03/2024 03:04 PM,UNIVERSITY AVE,CHALKED AT 10AM CHALK VISIBLE.,V9952Y,005 2 HR LIMIT DURING POSTED TIMES,24P1600091,91
05/03/2024 03:05 PM,UNIVERSITY AVE,CHALKED AT 10AM CHALK VISIBLE.,V9952Y,005 2 HR LIMIT DURING POSTED TIMES,24P1600092,92
05/03/2024 03:27 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,163UJT,005 2 HR LIMIT DURING POSTED TIMES,24P1600093,93
05/03/2024 03:29 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,AVD7786,005 2 HR LIMIT DURING POSTED TIMES,24P1600094,94
05/03/2024 03:32 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,UL5522,005 2 HR LIMIT DURING POSTED TIMES,24P1600095,95
05/03/2024 03:33 PM,LATHROP ST,CHALKED AT 11:22AM CHALK VISIBLE.,UL5522,005 2 HR LIMIT DURING POSTED TIMES,24P1600096,96
05/06/2024 08:57 AM,COLLEGE CT,8AM-NOON MONDAYS.,ASP7642,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600097,97
05/06/2024 09:00 AM,COLLEGE CT,8AM-NOON MONDAYS.,AVN7163,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600098,98
05/06/2024 09:04 AM,COLLEGE CT,8AM-NOON MONDAYS.,AKZ1503,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600099,99
05/06/2024 09:05 AM,COLLEGE CT,8AM-NOON MONDAYS.,AKZ1503,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600100,100
05/06/2024 09:09 AM,COLLEGE CT,8AM-NOON MONDAYS.,303WGX,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600101,101
05/06/2024 09:22 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,185MBR,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600102,102
05/06/2024 09:27 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AGW6376,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600103,103
05/06/2024 09:32 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AVB4594,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600104,104
05/06/2024 09:37 AM,FAHRENBROOK CT,8AM-NOON MONDAYS.,AGU2450,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600105,105
05/06/2024 09:42 AM,SPRING ST,8AM-NOON MONDAYS.,571YCD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600106,106
05/06/2024 09:53 AM,SPRING ST,8AM-NOON MONDAYS.,ANX8613,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600107,107
05/06/2024 09:57 AM,SPRING ST,8AM-NOON MONDAYS.,AWH4254,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600108,108
05/06/2024 10:01 AM,SPRING ST,8AM-NOON MONDAYS.,AXC8017,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600109,109
05/06/2024 10:03 AM,SPRING ST,8AM-NOON MONDAYS.,AXC8017,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600110,110
05/06/2024 10:07 AM,SPRING ST,8AM-NOON MONDAYS.,AVE3291,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600111,111
05/06/2024 10:12 AM,SPRING ST,8AM-NOON MONDAYS.,AGD4892,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600112,112
05/06/2024 10:19 AM,SPRING ST,8AM-NOON MONDAYS.,D8320LE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600113,113
05/06/2024 10:23 AM,SPRING ST,8AM-NOON MONDAYS.,AVL7182,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600114,114
05/06/2024 10:30 AM,SPRING ST,8AM-NOON MONDAYS.,ASV5786,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600115,115
05/06/2024 10:32 AM,SPRING ST,8AM-NOON MONDAYS.,ALB7834,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600116,116
05/06/2024 10:40 AM,BOWEN CT,8AM-NOON MONDAYS.,AUD9905,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600117,117
05/06/2024 10:45 AM,BOWEN CT,8AM-NOON MONDAYS.,174RWG,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600118,118
05/06/2024 10:52 AM,BOWEN CT,8AM-NOON MONDAYS.,DSN7093,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600119,119
05/06/2024 10:59 AM,VILAS AVE,8AM-NOON MONDAYS.,APF9565,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600120,120
05/06/2024 11:03 AM,VILAS AVE,8AM-NOON MONDAYS.,AUY1461,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600121,121
05/06/2024 11:06 AM,VILAS AVE,8AM-NOON MONDAYS.,175TNL,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600122,122
05/06/2024 11:11 AM,DRAKE ST,8AM-NOON MONDAYS.,AAZ2005,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600123,123
05/06/2024 11:20 AM,CHANDLER ST,8AM-NOON MONDAYS.,MK4208,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600124,124
05/06/2024 11:24 AM,CHANDLER ST,8AM-NOON MONDAYS.,0VX198,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600125,125
05/06/2024 11:29 AM,CHANDLER ST,8AM-NOON MONDAYS.,ASM1115,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600126,126
05/06/2024 11:34 AM,MOUND ST,8AM-NOON MONDAYS.,AWS1169,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600127,127
05/06/2024 11:38 AM,MOUND ST,8AM-NOON MONDAYS.,AXA6171,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600128,128
05/06/2024 01:08 PM,SOUTH SHORE DR,10:30-2 MONDAYS.,ADZ1711,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600129,129
05/06/2024 01:12 PM,SOUTH SHORE DR,10:30AM-2PM MONDAYS.,AVG9354,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600130,130
05/06/2024 01:30 PM,BRAM ST,10:30AM-2PM MONDAYS.,AHX5786,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600131,131
05/06/2024 01:38 PM,KOSTER ST,10:30AM-2PM MONDAYS.,UZ8534,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600132,132
05/06/2024 01:40 PM,KOSTER ST,10:30AM-2PM MONDAYS.,867WTC,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600133,133
05/06/2024 01:40 PM,KOSTER ST,10:30AM-2PM MONDAYS.,867WTC,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600134,134
05/06/2024 01:47 PM,SUNNY MEADE LN,10:30AM-2PM MONDAYS.,ENGTEA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600135,135
05/06/2024 03:14 PM,MOUND ST,CHALKED 2:32PM/NO PLATES,Not Found,068 LOADING ZONE,24P1600136,136
05/06/2024 03:14 PM,MOUND ST,CHALKED 2:32PM/NO PLATES,Not Found,050 UNREG.VEH/IMPROPER DISPLAY,24P1600137,137
05/06/2024 03:18 PM,MOUND ST,CHALKED 2:32PM CHALK VISIBLE,574DZ,W068 WARNING - LOADING ZONE,24P1600138,138
05/06/2024 03:29 PM,MOUND ST,TAXI STAND.,AWU2194,045 BUS STOP OR TAXI STAND,24P1600139,139
05/07/2024 09:31 AM,CAPITOL CT,8AM-N00N TUESDAYS.,AWT2583,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600140,140
05/07/2024 09:36 AM,CAPITOL CT,8AM-N00N TUESDAYS.,4VKC332,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600141,141
05/07/2024 09:39 AM,CAPITOL CT,8AM-N00N TUESDAYS.,ANC6347,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600142,142
05/07/2024 09:44 AM,CAPITOL CT,8AM-N00N TUESDAYS.,AJX5159,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600143,143
05/07/2024 09:51 AM,SPRING ST,8AM-N00N TUESDAYS.,AXB4185,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600144,144
05/07/2024 09:53 AM,SPRING ST,8AM-N00N TUESDAYS.,204FTZ,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600145,145
05/07/2024 09:57 AM,SPRING ST,8AM-N00N TUESDAYS.,EP93279,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600146,146
05/07/2024 10:06 AM,MILTON ST,8AM-N00N TUESDAYS.,478WLA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600147,147
05/07/2024 10:07 AM,MILTON ST,8AM-N00N TUESDAYS.,478WLA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600148,148
05/07/2024 10:11 AM,MILTON ST,8AM-N00N TUESDAYS.,AAU2963,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600149,149
05/07/2024 10:17 AM,ST JAMES CT,8AM-N00N TUESDAYS.,AFC3774,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600150,150
05/07/2024 10:20 AM,ST JAMES CT,8AM-N00N TUESDAYS.,332WEE,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600151,151
05/07/2024 10:25 AM,MOUND ST,8AM-N00N TUESDAYS.,ATJ4637,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600152,152
05/07/2024 10:29 AM,MOUND ST,8AM-N00N TUESDAYS.,AVH2634,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600153,153
05/07/2024 10:30 AM,MOUND ST,8AM-N00N TUESDAYS.,AVH2634,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600154,154
05/07/2024 10:34 AM,MOUND ST,8AM-N00N TUESDAYS.,AJX5695,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600155,155
05/07/2024 10:36 AM,MOUND ST,8AM-N00N TUESDAYS.,AXF7281,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600156,156
05/07/2024 10:38 AM,MOUND ST,8AM-N00N TUESDAYS.,APF9565,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600157,157
05/07/2024 10:41 AM,MOUND ST,8AM-N00N TUESDAYS.,5TAYGLD,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600158,158
05/07/2024 10:43 AM,MOUND ST,8AM-N00N TUESDAYS.,19049RA,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600159,159
05/07/2024 10:49 AM,CHANDLER ST,8AM-N00N TUESDAYS.,LM8397,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600160,160
05/07/2024 10:51 AM,CHANDLER ST,8AM-N00N TUESDAYS.,LM8397,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600161,161
05/07/2024 10:57 AM,CHANDLER ST,8AM-N00N TUESDAYS.,586VFK,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600162,162
05/07/2024 11:02 AM,CHANDLER ST,8AM-N00N TUESDAYS.,ARL6785,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600163,163
05/07/2024 11:10 AM,DRAKE ST,8AM-N00N TUESDAYS.,AVV4642,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600164,164
05/07/2024 11:17 AM,EMERALD ST,8AM-N00N TUESDAYS.,BC32865,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600165,165
05/07/2024 11:25 AM,ERIN ST,8AM-N00N TUESDAYS.,ASH8774,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600166,166
05/07/2024 11:27 AM,ERIN ST,8AM-N00N TUESDAYS.,PK09129,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600167,167
05/07/2024 11:31 AM,ERIN ST,8AM-N00N TUESDAYS.,AGE4517,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600168,168
05/07/2024 11:35 AM,ERIN ST,8AM-N00N TUESDAYS.,816XUS,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600169,169
05/07/2024 11:36 AM,ERIN ST,8AM-N00N TUESDAYS.,675YFN,048 STREET CLEAN/MAINTENANCE REGULATIONS,24P1600170,170
